100,56,2.9635864063251307,1.451172138512343,True,True,True,True,True,True
10,57,3.1034289359282954,0.7968661452692372,True,True,True,True,True,True
110,52,2.548349042073453,1.7208871891982458,True,True,True,True,True,True
120,48,4.4292274219727705,1.244677578324802,True,True,True,True,True,True
130,51,6.398769585685064,2.232467901989377,True,True,True,True,True,True
140,55,4.155251581129515,1.0231523574163617,True,True,True,True,True,True
150,54,6.963356962848012,2.0982167366645674,True,True,True,True,True,True
160,59,3.3597820752573133,0.6289408689107144,True,True,True,True,True,True
170,52,1.8734954515825741,0.6983513648026309,True,True,True,True,True,True
180,50,3.60227705764007,0.7133353729013449,True,True,True,True,True,True
190,58,1.0517241379310345,0.9407839819770293,True,True,True,True,True,True
200,58,1.671702657196691,0.6767322394896395,True,True,True,True,True,True
20,57,0.7271712903881652,0.7429226816162849,True,True,True,True,True,True
210,57,2.1228795115938266,1.061557293679819,True,True,True,True,True,True
220,50,2.727636339397171,0.8971721159805274,True,True,True,True,True,True
230,55,2.7992915278425787,2.0882706235201955,True,True,True,True,True,True
240,59,3.9152175506388907,1.5114858849226984,True,True,True,True,True,True
250,51,1.6011337774583219,0.9270129961172466,True,True,True,True,True,True
260,55,1.0762653517780905,1.0957839274309025,True,True,True,True,True,True
270,53,3.5705771247679254,1.3535839253149236,True,True,True,True,True,True
280,51,2.543432791572079,1.4957210796643319,True,True,True,True,True,True
290,48,2.666585285216532,1.731070037795215,True,True,True,True,True,True
300,51,2.7321825017020163,0.8701949844664086,True,True,True,True,True,True
30,58,1.9316501481601267,0.9400148064620287,True,True,True,True,True,True
310,51,2.3604455492725003,1.3688883995642314,True,True,True,True,True,True
320,52,3.804145589832105,1.3579227438448493,True,True,True,True,True,True
330,55,4.2712183022088634,1.565177996946834,True,True,True,True,True,True
340,55,1.98423538992848,0.8242793719416635,True,True,True,True,True,True
350,55,2.660764818898431,1.8133119575820837,True,True,True,True,True,True
360,53,3.00065259307639,1.2777964342944674,True,True,True,True,True,True
370,46,6.318462460432453,3.2718938223403393,True,True,True,True,True,True
380,58,3.67043009399591,1.8038670439749644,True,True,True,True,True,True
390,49,1.712340976604329,1.0027033295140484,True,True,True,True,True,True
400,54,3.101174608211747,1.3239545505903756,True,True,True,True,True,True
40,57,2.9266186893595454,1.1781515647158474,True,True,True,True,True,True
50,52,1.8116772770593048,0.9725784527364285,True,True,True,True,True,True
60,57,2.9621600430517776,0.9450420615163528,True,True,True,True,True,True
70,60,2.397684067780592,1.1795478593891158,True,True,True,True,True,True
80,54,1.9451497838870477,1.3577185378282488,True,True,True,True,True,True
90,54,4.114446428154205,1.2188272768371127,True,True,True,True,True,True
